k,period_cat,idens,ivscores,rel_ivscores
5,3,35,16579.5822173913,1.1404402315792
5,3,36,9738.30382608696,0.669857257257152
5,3,37,19826.7977282609,1.36380262760623
5,3,38,20367.6353369565,1.40100458840477
5,3,39,11801.1940380435,0.811754861201501
5,3,40,15289.6018641304,1.05170786947768
5,3,41,18215.6875,1.25298108230274
5,3,42,12878.5161413043,0.885859350254273
5,3,43,9846.83944021739,0.677322968955464
5,3,44,13410.7593586957,0.922470138761446
5,3,45,10010.8639619565,0.688605530910531
5,3,46,12758.0175108696,0.877570752616761
5,3,47,13501.7445543478,0.928728630455586
5,3,48,12136.3888586957,0.834811513285757
5,3,49,11149.0751467391,0.766898325634749
5,3,50,21495.9816521739,1.47861881994302
5,3,51,9850.92496195652,0.67760399493653
5,3,52,16170.5063315217,1.11230160951397
5,3,53,13994.613548913,0.962631030584254
5,3,54,18351.9815923913,1.26235618381324
5,3,55,13997.7155869565,0.962844406828498
5,3,56,17665.9831467391,1.21516921516925
5,3,57,13663.7249565217,0.939870585961119
5,3,58,9868.33420652174,0.678801504176705
5,3,59,14308.5346413044,0.984224351731321
5,3,60,14037.4065,0.965574579004695
5,3,61,14525.3602826087,0.999138882226671
5,3,62,10051.1872119565,0.691379198905602
5,3,63,9565.04988586956,0.657939842143021
5,3,64,11897.3999184783,0.818372462002517
5,3,65,22324.3154565217,1.53559644358087
5,3,66,19617.9641195652,1.34943783566276
5,3,67,10738.7823858696,0.738675999819414
5,3,68,15168.4274347826,1.04337278645478
5,3,69,22083.0424565217,1.51900028136243
5,3,70,10243.2598206522,0.704591071645744
5,3,71,26032.2294076087,1.79064836163328
5,3,72,10722.8176847826,0.73757785469332
5,3,73,16926.7717119565,1.16432194719737
5,3,74,21032.9617554348,1.4467696146169
5,3,75,13114.0626195652,0.902061608953754
5,3,76,14102.3595543478,0.970042428397456
5,3,77,17359.0200163044,1.19405450317173
5,3,78,10828.6556304348,0.744858005041308
5,3,79,11711.4827391304,0.805583995544805
5,3,80,13770.444673913,0.947211389705145
5,3,81,11311.7706956522,0.778089473098324
5,3,82,18060.7470108696,1.24232337301984
5,3,83,13931.4963152174,0.958289459628564
5,3,84,12240.2228043478,0.841953816841581
5,3,85,18781.4033097826,1.29189431067347
5,3,86,16913.3262608696,1.16339709075948
5,3,87,19238.3188315217,1.32332362153256
5,3,88,11588.1834945652,0.797102755355412
5,3,89,17731.1338478261,1.21965065985591
5,3,90,17376.423423913,1.19525161091204
5,3,91,17206.2154945652,1.1835437181668
5,3,92,20028.2638804348,1.37766064297887
5,3,93,13709.9256793478,0.943048540770115
5,3,94,23200.6945543478,1.59587890234075
5,3,95,19153.8157065217,1.31751100441226
5,3,96,21217.395375,1.45945603319187
5,3,97,11173.3793913043,0.768570113134391
5,3,98,21007.4907065217,1.44501756751824
5,3,99,15213.6092391304,1.04648065411622
5,3,100,11532.1693532609,0.793249776465881
5,4,1,49485.0865271739,0.880882286391575
5,4,2,56060.422326087,0.997929607894353
5,4,3,46355.4626684783,0.82517196205619
5,4,4,60468.6064130435,1.07639953792511
5,4,5,67867.7443804348,1.20811133288101
5,4,6,81415.2802119565,1.449270542165
5,4,7,105499.64676087,1.87799550479084
5,4,8,68338.1282826087,1.21648462019458
5,4,9,63610.7628369565,1.13233295401354
5,4,10,49609.7604239131,0.883101602046457
5,4,11,68572.9636576087,1.22066491645297
5,4,12,70337.6250380435,1.25207759167686
5,4,13,86103.5273913044,1.53272586546215
5,4,14,61812.5213858696,1.10032252113195
5,4,15,85821.0065434783,1.52769672177762
5,4,16,39621.3066358696,0.705297487154252
5,4,17,63643.3902282609,1.13291375305964
5,4,18,67280.1522282609,1.19765162562783
5,4,19,72010.2573315218,1.28185206035769
5,4,20,67439.3791358696,1.20048601821503
5,4,21,77399.6925869565,1.3777892079579
5,4,22,60756.0269021739,1.08151589995232
5,4,23,55912.2499184783,0.995291996073207
5,4,24,66746.8677282609,1.18815864698265
5,4,25,89379.3485978261,1.59103864364889
5,4,26,97666.0665434783,1.73855021860874
5,4,27,67327.1963478261,1.19848905634711
5,4,28,57994.7003206522,1.03236162250615
5,4,29,87420.4649347826,1.55616862439714
5,4,30,57548.4351521739,1.02441767192358
5,4,31,81823.3024402174,1.45653373151259
5,4,32,75995.8473858696,1.3527994088637
5,4,33,73054.7279565217,1.3004446452512
5,4,34,56947.0200326087,1.01371190251359
5,4,35,65337.685173913,1.16307383785061
5,4,36,82437.7216902174,1.46747098699149
5,4,37,78175.6971413044,1.39160283776148
5,4,38,69939.1593097826,1.24498451724996
5,4,39,84257.9326847826,1.49987249894453
5,4,40,77508.7202989131,1.37973000642727
5,4,41,95214.6963858696,1.69491346457295
5,4,42,57730.3328423913,1.02765562631535
5,4,43,82598.0247228261,1.47032453564199
5,4,44,64354.4096793478,1.14557058532361
5,4,45,79495.6742554348,1.41509970398685
5,4,46,78280.071298913,1.39346079847342
5,4,47,69303.6792608696,1.23367235922967
5,4,48,92762.69625,1.65126549631627
5,4,49,60125.066201087,1.07028419068388
5,4,50,61596.211798913,1.09647200177554
5,4,51,79717.1962065217,1.41904300845399
5,4,52,76581.8064402174,1.36323004539987
5,4,53,89138.6265108696,1.58675355823782
5,4,54,67637.4777554348,1.20401236478083
5,4,55,86155.8026956522,1.53365641631792
5,4,56,80207.5276956522,1.42777138206202
5,4,57,62781.9573043478,1.11757941585134
5,4,58,61482.4340597826,1.09444664823937
5,4,59,81653.7355108696,1.45351527656176
5,4,60,45930.4546521739,0.817606409292504
5,4,61,70566.5905434783,1.25615339859339
5,4,62,53424.4452717391,0.951006672976687
5,4,63,61562.502576087,1.09587194508454
5,4,64,91489.9314456522,1.62860905475832
5,4,65,79881.7715380435,1.42197260814732
5,4,66,71511.0331521739,1.27296538828358
5,4,67,55847.0098369565,0.994130659674539
5,4,68,92655.7851956522,1.64936237639462
5,4,69,105329.148097826,1.87496046408123
5,4,70,67197.4295815217,1.19617908270006
5,4,71,44389.3170815217,0.790172673552049
5,4,72,72235.1192391304,1.28585481927351
5,4,73,56220.2636739131,1.00077493811027
5,4,74,52814.8447391304,0.940155195316746
5,4,75,72678.353201087,1.2937448114553
5,4,76,103542.845673913,1.84316255740284
5,4,77,55946.8812717391,0.995908467575677
5,4,78,65981.0018695652,1.17452549574412
5,4,79,63710.2387119565,1.13410372056889
5,4,80,63486.5040815217,1.13012102827443
5,4,81,100759.38261413,1.793614229285
5,4,82,66708.1166304348,1.18746884005194
5,4,83,70673.7131195652,1.25806028380608
5,4,84,55404.6583043478,0.98625637558656
5,4,85,103791.747913043,1.84759325741531
5,4,86,74362.0050597826,1.32371543902935
5,4,87,95451.9617608696,1.69913701717595
5,4,88,65273.3460706522,1.1619285397343
5,4,89,58296.6907336957,1.03773734323696
5,4,90,63527.6177065217,1.13085289046835
5,4,91,63397.5089565217,1.12853682918155
5,4,92,61555.8712934783,1.09575390185584
5,4,93,65144.1455706522,1.15962864617383
5,4,94,61182.644951087,1.0891101128499
5,4,95,79176.3718369565,1.40941581285563
5,4,96,55312.6533315217,0.984618598298287
5,4,97,52795.7159076087,0.939814683659004
5,4,98,55141.5542554348,0.981572869657191
5,4,99,63422.4201304348,1.12898027211301
5,4,100,47945.7109565218,0.853479915951204
5,5,1,291666.037701087,2.02481544281379
5,5,2,182596.910586957,1.26763145713067
5,5,3,141986.803119565,0.985706371226178
5,5,4,141856.45413587,0.984801457382858
5,5,5,244800.362244565,1.69946270668372
5,5,6,168973.746913044,1.17305619425694
5,5,7,132698.505217391,0.921224784072548
5,5,8,235864.778157609,1.63742974325596
5,5,9,288889.05823913,2.00553698673002
5,5,10,191229.951456522,1.32756409313079
5,5,11,167506.838451087,1.1628725646154
5,5,12,223009.011869565,1.54818193670841
5,5,13,138539.557347826,0.961774765994357
5,5,14,220845.709152174,1.53316377146648
5,5,15,156017.444923913,1.08311044480964
5,5,16,249734.387641304,1.73371589192701
5,5,17,199277.499467391,1.38343209757049
5,5,18,143604.194505435,0.996934689343007
5,5,19,260847.90261413,1.81086857284347
5,5,20,168132.394173913,1.1672153221675
5,5,21,234923.184032609,1.63089297147344
5,5,22,247275.341293478,1.71664460361755
5,5,23,148191.326842391,1.02877965993783
5,5,24,201188.523847826,1.39669888621547
5,5,25,243019.579391304,1.68710008589317
5,5,26,149793.161222826,1.03989997759942
5,5,27,248130.500793478,1.72258132554554
5,5,28,201334.99551087,1.39771572755772
5,5,29,197616.730836957,1.37190264423973
5,5,30,134610.775945652,0.934500225162442
5,5,31,149246.90425,1.03610773094966
5,5,32,179617.64063587,1.24694865205395
5,5,33,173830.614092391,1.2067737286876
5,5,34,167732.93198913,1.16444216007108
5,5,35,233040.610347826,1.61782369436724
5,5,36,212335.720184783,1.47408539122322
5,5,37,168194.121663043,1.16764384917127
5,5,38,139822.201391304,0.970679187939875
5,5,39,263674.237168478,1.83048966379156
5,5,40,166587.562896739,1.15649073369221
5,5,41,181104.080076087,1.25726787042123
5,5,42,175102.232652174,1.21560160908639
5,5,43,154667.984358696,1.07374216657794
5,5,44,265100.313298913,1.84038982561462
5,5,45,151122.557858696,1.04912896723137
5,5,46,165874.206347826,1.15153844179064
5,5,47,160102.465320652,1.111469634137
5,5,48,168216.512130435,1.16779928915497
5,5,49,173321.235054348,1.20323749748767
5,5,50,145459.439945652,1.00981424723453
5,5,51,141381.410690217,0.981503592083403
5,5,52,154113.333467391,1.06989164733704
5,5,53,202149.779543478,1.40337215332737
5,5,54,214858.181581522,1.49159692198038
5,5,55,138529.943782609,0.96170802632365
5,5,56,267886.674076087,1.85973340903401
5,5,57,285826.956896739,1.9842791463095
5,5,58,195800.360440217,1.35929296620462
5,5,59,155789.718206522,1.08152951143203
5,5,60,291608.608402174,2.02441675487526
5,5,61,201072.777407609,1.39589534672404
5,5,62,166928.060815217,1.15885455173909
5,5,63,205506.255565217,1.42667361322932
5,5,64,233208.737266304,1.61899087167582
5,5,65,193354.893717391,1.34231595090213
5,5,66,156335.006119565,1.08531503063685
5,5,67,202197.617282609,1.40370425436219
5,5,68,224247.669978261,1.55678099776682
5,5,69,259367.057788044,1.80058819362652
5,5,70,168707.825097826,1.17121010136839
5,5,71,205507.399701087,1.42668155609437
5,5,72,178139.770956522,1.23668892701775
5,5,73,165464.298559783,1.14869276381626
5,5,74,145620.981119565,1.01093570472806
5,5,75,189132.847423913,1.31300549500301
5,5,76,184363.415652174,1.27989495809929
5,5,77,187078.799277174,1.29874580114019
5,5,78,198809.318456522,1.3801818729358
5,5,79,190382.974836957,1.32168417871733
5,5,80,209716.761766304,1.45590395504499
5,5,81,158906.409804348,1.10316633047174
5,5,82,141795.42473913,0.984377776703555
5,5,83,206285.397679348,1.43208260427014
5,5,84,157627.215853261,1.09428585989336
5,5,85,229399.308434783,1.59254490495593
5,5,86,179712.88973913,1.24760989412627
5,5,87,177686.5635,1.23354265238119
5,5,88,171186.877744565,1.18842027819333
5,5,89,225635.367945652,1.56641472919637
5,5,90,203759.903923913,1.41455002215314
5,5,91,205460.428358696,1.42635546979309
5,5,92,263680.506733696,1.8305331886139
5,5,93,208109.897690217,1.44474872003234
5,5,94,264629.318646739,1.83712006800856
5,5,95,233240.593945652,1.61921202836862
5,5,96,131364.241934783,0.911962009014129
5,5,97,175457.798108696,1.21807002958873
5,5,98,167183.66401087,1.16062901030091
5,5,99,168083.069972826,1.16687290175801
5,5,100,259054.877711957,1.79842096481928
6,2,1,3090.86301630435,0.995955257627456
6,2,2,3471.91631521739,1.11874039384566
6,2,3,3222.74555434783,1.03845119046589
6,2,4,3668.73998369565,1.18216202282514
6,2,5,2661.01392934783,0.857446868260985
6,2,6,3761.6250923913,1.21209198473958
6,2,7,3538.49722826087,1.14019446995757
6,2,8,4581.336875,1.47622412366705
6,2,9,2838.94166304348,0.914779742903811
6,2,10,3265.03345652174,1.0520774360426
6,2,11,3923.9290923913,1.26439049207596
6,2,12,3781.00474456522,1.21833660521346
6,2,13,3334.14206521739,1.074346000458
6,2,14,3525.56794021739,1.13602832207707
6,2,15,3412.00792934783,1.09943637695199
6,2,16,3996.01317934783,1.28761783182442
6,2,17,2822.41993478261,0.909456018740137
6,2,18,3507.98023913044,1.13036111415659
6,2,19,3263.09913043478,1.05145414661628
6,2,20,3509.60024456522,1.13088312141529
6,2,21,3585.26629891304,1.15526466283402
6,2,22,3870.13275,1.24705593219314
6,2,23,3186.37328804348,1.02673111433616
6,2,24,3456.16241304348,1.11366408292036
6,2,25,2787.04764130435,0.898058159476177
6,2,26,3171.67195108696,1.02199396689263
6,2,27,3574.7045,1.15186138061091
6,2,28,3666.05321195652,1.1812962761306
6,2,29,3575.17391847826,1.152012639272
6,2,30,3736.87578804348,1.20411712475458
6,2,31,3463.90457608696,1.11615880622188
6,2,32,3284.86704891304,1.05846832768534
6,2,33,3459.44000543478,1.11472020716698
6,2,34,3066.53433152174,0.988115932043442
6,2,35,3447.91569021739,1.11100677752911
6,2,36,3150.85570652174,1.01528643954204
6,2,37,3422.93222826087,1.10295646596303
6,2,38,3264.4581576087,1.05189205999257
6,2,39,3277.01779347826,1.05593909647144
6,2,40,3425.78823913044,1.10387674584162
6,2,41,3862.662375,1.24464878596296
6,2,42,3077.26678804348,0.991574204520643
6,2,43,3476.56047826087,1.12023686217054
6,2,44,3791.06281521739,1.22157757328445
6,2,45,3487.61076086957,1.12379754635626
6,2,46,3322.31630434783,1.0705354373074
6,2,47,3675.70377173913,1.18440593375821
6,2,48,3574.31783152174,1.15173678612003
6,2,49,2549.1305326087,0.821395171166757
6,2,50,3342.61114130435,1.07707495376701
6,2,51,3310.33146195652,1.06667361401452
6,2,52,3274.88372826087,1.0552514459796
6,2,53,2940.57223913044,0.947527718487192
6,2,54,2914.87903804348,0.93924871078842
6,2,55,2844.8799076087,0.916693197451815
6,2,56,3249.60652717391,1.04710648413953
6,2,57,4323.28008695652,1.39307161465497
6,2,58,3372.3904076087,1.08667059637157
6,2,59,3051.48080978261,0.983265301639308
6,2,60,3679.02980434783,1.18547766668399
6,2,61,3667.94919565217,1.18190721065604
6,2,62,3431.90369565217,1.10584730262252
6,2,63,3369.11720652174,1.08561588711573
6,2,64,4330.44341847826,1.39537982360942
6,2,65,3460.6907826087,1.1151232396197
6,2,66,3215.76605978261,1.03620221848908
6,2,67,3295.77630978261,1.06198357105347
6,2,68,3530.46948369565,1.13760772497261
6,2,69,3606.1047173913,1.16197933518753
6,2,70,3866.51156521739,1.24588909367456
6,2,71,3100.96532065217,0.999210478928529
6,2,72,3669.11785869565,1.18228378383201
6,2,73,2995.99461956522,0.965386229489808
6,2,74,3910.37652173913,1.26002350656926
6,2,75,3370.81105978261,1.08616169003612
6,2,76,3877.6765,1.24948672172832
6,2,77,3337.00098913044,1.07526721899384
6,2,78,2894.01530434783,0.932525881223243
6,2,79,3555.78617391304,1.14576541122229
6,2,80,2926.67710869565,0.943050351441503
6,2,81,3725.60083695652,1.20048404662872
6,2,82,3611.6331576087,1.1637607402747
6,2,83,3862.97392391304,1.24474917500521
6,2,84,3479.23152173913,1.12109754081643
6,2,85,3083.79844565217,0.993678871955624
6,2,86,3015.34558695652,0.971621606991782
6,2,87,3329.53719565217,1.07286219349859
6,2,88,3147.01051630435,1.01404742073292
6,2,89,3076.42782608696,0.991303869482454
6,2,90,3674.70011956522,1.1840825313123
6,2,91,2846.91435869565,0.917348749718528
6,2,92,4014.9550923913,1.29372140153477
6,2,93,3222.62304891304,1.03841171607598
6,2,94,3649.23707065217,1.1758776845409
6,2,95,2881.99648913044,0.928653111015352
6,2,96,3571.17891304348,1.15072534616129
6,2,97,2929.47278804348,0.943951190957981
6,2,98,3410.58408695652,1.09897757845196
6,2,99,4225.56134782609,1.36158413316767
6,2,100,3154.61736956522,1.01649854375559
6,3,1,16379.5046304348,1.12667772980981
6,3,2,13500.4787445652,0.928641560686113
6,3,3,12589.1626521739,0.86595593195185
6,3,4,11263.6983315217,0.774782775899165
6,3,5,11779.5346141304,0.810264999870897
6,3,6,17227.2534836957,1.18499083359356
6,3,7,10463.626,0.719749140969351
6,3,8,10346.0173043478,0.711659329878417
6,3,9,15683.7453695652,1.07881935544395
6,3,10,12540.499298913,0.862608583078123
6,3,11,18109.2524184783,1.24565985747167
6,3,12,12479.8227880435,0.858434899254238
6,3,13,15737.0557391304,1.08248635316533
6,3,14,15568.6750978261,1.07090415193464
6,3,15,13826.3795271739,0.951058914701236
6,3,16,12897.0283206522,0.887132725772766
6,3,17,9322.7534076087,0.641273279128616
6,3,18,10062.5661902174,0.692161911306482
6,3,19,11719.1406684783,0.806110752528446
6,3,20,14075.0045163043,0.968160789553238
6,3,21,14875.3933586957,1.02321619594416
6,3,22,11065.9296467391,0.761179093869349
6,3,23,19625.1076521739,1.34992920944262
6,3,24,14472.4460163043,0.995499130794655
6,3,25,10413.858673913,0.71632585441463
6,3,26,18720.7376358696,1.28772137227857
6,3,27,13355.1271521739,0.918643431570817
6,3,28,18225.2943586957,1.25364189799834
6,3,29,15188.7021467391,1.04476739923186
6,3,30,10239.1796847826,0.704310416136157
6,3,31,19177.6009619565,1.3191470928167
6,3,32,16620.8314293478,1.14327759263084
6,3,33,12901.4698315217,0.887438238759658
6,3,34,10678.1677173913,0.734506569875399
6,3,35,15824.1103967391,1.08847447955968
6,3,36,11524.3815217391,0.792714084054113
6,3,37,22691.6422826087,1.56086332214965
6,3,38,20489.2454728261,1.40936964185998
6,3,39,13353.3080923913,0.918518306043977
6,3,40,13445.2794565217,0.924844632149924
6,3,41,10724.3299021739,0.737681873813303
6,3,42,11819.6492065217,0.813024315180329
6,3,43,11693.1594184783,0.804323610827394
6,3,44,16987.0348097826,1.16846719406423
6,3,45,16452.543923913,1.13170179782772
6,3,46,10281.6418858696,0.707231213645166
6,3,47,15826.3590597826,1.088629155701
6,3,48,15075.12775,1.03695509071767
6,3,49,10119.9149945652,0.696106696093798
6,3,50,11916.8156521739,0.819707989251746
6,3,51,11105.3157717391,0.763888300948698
6,3,52,13293.5129076087,0.914405244961578
6,3,53,15472.9044782609,1.06431649091138
6,3,54,11383.1295271739,0.782997949155128
6,3,55,19090.6817228261,1.31316828129401
6,3,56,13693.0924021739,0.941890649921797
6,3,57,22507.7503369565,1.54821416306136
6,3,58,12848.8526086957,0.883818919708187
6,3,59,15931.4878478261,1.09586052605822
6,3,60,17754.3195380435,1.22124550667256
6,3,61,13259.4462880435,0.912061944449136
6,3,62,17273.3123967391,1.18815903389974
6,3,63,14702.4013532609,1.01131679823
6,3,64,17947.4183695652,1.23452796899584
6,3,65,22416.7811141304,1.54195677007123
6,3,66,23068.655298913,1.58679647329814
6,3,67,13337.0509565217,0.917400045550269
6,3,68,13538.3013804348,0.931243221876633
6,3,69,22197.2026032609,1.52685288117328
6,3,70,12234.1811847826,0.841538239058876
6,3,71,12494.2501956522,0.859427300381034
6,3,72,11113.9406304348,0.764481568964697
6,3,73,20888.9470706522,1.43686344579366
6,3,74,14613.1178586957,1.00517535944806
6,3,75,12190.2679293478,0.838517629580255
6,3,76,11399.5234293478,0.784125617231836
6,3,77,15158.7909728261,1.04270993447449
6,3,78,19496.7198641304,1.34109794959491
6,3,79,10703.1470108696,0.736224791171057
6,3,80,15577.8274184783,1.07153370185618
6,3,81,14740.3366413043,1.01392620829317
6,3,82,11306.2993586957,0.777713122675019
6,3,83,16466.8265054348,1.13268423697273
6,3,84,10132.8180978261,0.696994246689342
6,3,85,18905.3739076087,1.30042173045039
6,3,86,10541.6174728261,0.725113848726443
6,3,87,15223.9713695652,1.04719342180106
6,3,88,17202.9682934783,1.18332035676294
6,3,89,20502.5887173913,1.41028746793801
6,3,90,20299.5389076087,1.39632051937113
6,3,91,15174.8533315217,1.04381479705971
6,3,92,12863.9749021739,0.884859119132408
6,3,93,19184.4184293478,1.31961603793175
6,3,94,16165.5665869565,1.11196182511156
6,3,95,16479.613548913,1.13356380430044
6,3,96,13642.9417771739,0.938440997835338
6,3,97,10068.3311195652,0.692558456724471
6,3,98,12773.3882119565,0.878628038963141
6,3,99,15798.45875,1.08671000989067
6,3,100,15554.9714402174,1.06996153454828
6,4,1,58604.0236032609,1.04320816484858
6,4,2,60869.7785652174,1.08354078930899
6,4,3,76888.8507880435,1.36869573104615
6,4,4,63549.7659836957,1.13124715117204
6,4,5,57840.8859021739,1.02962357744777
6,4,6,58260.3150978261,1.03708982182106
6,4,7,49860.8861956522,0.887571883084764
6,4,8,60063.2760652174,1.06918426664654
6,4,9,65034.3167282609,1.15767358680975
6,4,10,45885.4532065218,0.816805340139776
6,4,11,71544.9228097826,1.27356865688781
6,4,12,55547.654125,0.988801839165196
6,4,13,45609.4119619565,0.811891539645207
6,4,14,61425.6028804348,1.09343499841281
6,4,15,67115.0340380435,1.19471236252593
6,4,16,52518.8350108696,0.934885936545593
6,4,17,83021.7600163044,1.47786743271138
6,4,18,54423.9012173913,0.968797953144911
6,4,19,63242.3045108696,1.12577404029829
6,4,20,71080.1883423913,1.26529593496429
6,4,21,77242.4364728261,1.37498989739616
6,4,22,59316.8066467391,1.05589639075873
6,4,23,57338.7537445652,1.02068514055482
6,4,24,57569.7276141304,1.02479669829066
6,4,25,70450.6905597826,1.25409026705628
6,4,26,64909.4825543478,1.15545141806653
6,4,27,55395.7007880435,0.986096923153589
6,4,28,53147.1319619565,0.946070228493883
6,4,29,67644.4498478261,1.20413647475249
6,4,30,66002.5701684783,1.17490943227517
6,4,31,82241.2874021739,1.46397426713262
6,4,32,64108.1908804348,1.14118765313615
6,4,33,71356.5963532609,1.27021626425296
6,4,34,50049.628875,0.890931684887521
6,4,35,47548.8681032609,0.846415730265147
6,4,36,51338.2176793478,0.913869808913416
6,4,37,53029.65225,0.943978976269518
6,4,38,68082.8414619565,1.21194026847079
6,4,39,67048.5526793478,1.19352893019591
6,4,40,69698.1054673913,1.24069352627205
6,4,41,75222.2673206522,1.33902893730594
6,4,42,60976.3482173913,1.08543783194254
6,4,43,59228.3294130435,1.05432141063076
6,4,44,79733.5414565217,1.41933396967487
6,4,45,66902.4121739131,1.19092748819396
6,4,46,73340.6594619565,1.30553450193196
6,4,47,83001.4463804348,1.47750583039307
6,4,48,56239.5832989131,1.00111884607601
6,4,49,44830.8379076087,0.798032170262424
6,4,50,56129.5157608696,0.999159537699013
6,4,51,56819.0383641304,1.01143370533022
6,4,52,49837.2817663044,0.88715170146739
6,4,53,80177.5099293478,1.42723703685884
6,4,54,52460.5875869565,0.933849076199299
6,4,55,66098.9592717391,1.17662525131526
6,4,56,64170.6750271739,1.1422999312366
6,4,57,59116.1421032609,1.05232436827152
6,4,58,56821.6721304348,1.01148058891165
6,4,59,60630.2526521739,1.07927699694771
6,4,60,72027.6889456522,1.28216235990829
6,4,61,67771.356798913,1.20639554092935
6,4,62,70960.2114565217,1.26316023063485
6,4,63,57748.6250054348,1.02798124446691
6,4,64,58436.0623641304,1.04021829273288
6,4,65,78399.1245163044,1.39558006061274
6,4,66,81879.5431358696,1.45753487015963
